ing_id,std_name,lv1,lv2,freq,matched_kca,matched_agrofood,matched_any_reference,agro_category_ref,kca_category_ref,std_name_2nd,source_file,std_name_normalized
M40892,시장표콩국물,기타,물·음료,1,False,False,False,,,시장표콩국물,완5,시장표콩국물
M40902,고추다듬기전,채소류,열매채소,1,False,False,False,,,고추다듬기전,완5,고추다듬기전
M40932,치자옐로우색소,기타,기타,1,False,False,False,,,치자옐로우색소,완5,치자옐로우색소
M40992,홈메이드맛술맛술청주,양념·기름,식초·발효,1,False,False,False,,,홈메이드맛술맛술청주,완5,홈메이드맛술맛술청주
M41022,비프스톡콩소메,양념·기름,액젓·국물조미료,1,False,False,False,,,비프스톡콩소메,완5,비프스톡콩소메
M41032,후르츠트로피컬,기타,기타,1,False,False,False,,,후르츠트로피컬,완5,후르츠트로피컬
M41042,두부부침용권,가공식품,두부·묵,1,False,False,False,,,두부부침용권,완5,두부부침용권
M41092,염육수,양념·기름,액젓·국물조미료,1,False,False,False,,,염육수,완5,염육수
M41152,샤브육수만능육수를생수에희석한양,양념·기름,액젓·국물조미료,1,False,False,False,,,샤브육수만능육수를생수에희석한양,완5,샤브육수만능육수를생수에희석한양
M41212,양지,곡류·면,면류,1,False,False,False,,,양지,완5,양지
M41222,하드빵,곡류·면,빵·곡식가공,1,False,False,False,,,하드빵,완5,하드빵
M41252,생강채썬거,기타,기타,1,False,True,True,,,생강채썬거,완5,생강채썬거
M41282,치킨냉동팝콘,기타,기타,1,False,False,False,,,치킨냉동팝콘,완5,치킨냉동팝콘
M41292,스태비아,기타,기타,1,False,False,False,,,스태비아,완5,스태비아
M41302,후리카케,기타,기타,1,False,False,False,,,후리카케,완5,후리카케
M41322,도토리묵말린것,가공식품,두부·묵,1,False,False,False,,,도토리묵말린,완5,도토리묵말린것
M41342,코인육수해통령육수한,양념·기름,액젓·국물조미료,1,False,False,False,,,코인육수해통령육수한,완5,코인육수해통령육수한
M41372,참외속씨,기타,기타,1,False,True,True,,,참외속씨,완5,참외속씨
M41402,잭다니엘애플,기타,기타,1,False,False,False,,,잭다니엘애플,완5,잭다니엘애플
M41442,쑥갓치커리,기타,기타,1,False,False,False,,,쑥갓치커리,완5,쑥갓치커리
M41462,제스트오렌지,기타,기타,1,False,True,True,,,제스트오렌지,완5,제스트오렌지
M41472,채썰은무,기타,기타,1,False,False,False,,,채썰은무,완5,채썰은무
M41482,과자초코다이제,기타,기타,1,False,False,False,,,과자초코다이제,완5,과자초코다이제
M41492,블랙빈통조림,기타,기타,1,False,False,False,,,블랙빈통조림,완5,블랙빈통조림
M41502,세멸지리,기타,기타,1,False,False,False,,,세멸지리,완5,세멸지리
M41532,찰떡아이스여러가지,곡류·면,떡,1,False,True,True,,,찰떡아이스여러가지,완5,찰떡아이스여러가지
M41542,정월대보름나물들,채소류,잎채소,1,False,False,False,,,정월대보름나물들,완5,정월대보름나물들
M41562,버섯베사멜소스버터,채소류,버섯,1,False,False,False,,,버섯베사멜소스버터,완5,버섯베사멜소스버터
M41592,바게트빵식빵,곡류·면,빵·곡식가공,1,False,False,False,,,바게트빵식빵,완5,바게트빵식빵
M41602,두충,기타,기타,1,False,False,False,,,두충,완5,두충
M41612,물요구르트,기타,물·음료,1,False,False,False,,,물요구르트,완5,물요구르트
M41642,강겨자노란색튜브형겨자,기타,기타,1,False,False,False,,,강겨자노란색튜브형겨자,완5,강겨자노란색튜브형겨자
M41652,쌀떡볶이인분수만큼,곡류·면,떡,1,False,False,False,,,쌀떡볶이인분수만큼,완5,쌀떡볶이인분수만큼
M41672,연두부없어도,가공식품,두부·묵,1,False,False,False,,,연두부없어도,완5,연두부없어도
M41682,올리고당쌀올리고당,양념·기름,당류,1,False,False,False,,,올리고당쌀올리고당,완5,올리고당쌀올리고당
M41692,커피데니쉬생지,기타,기타,1,False,False,False,,,커피데니쉬생지,완5,커피데니쉬생지
M41712,바질솔솔,기타,기타,1,False,False,False,,,바질솔솔,완5,바질솔솔
M41722,레몬케이크믹스,기타,기타,1,False,True,True,,,레몬케이크믹스,완5,레몬케이크믹스
M41732,스위트칠리소스오뚜기,기타,기타,1,False,False,False,,,스위트칠리소스오뚜기,완5,스위트칠리소스오뚜기
M41742,반찬김,어패류,해조류,1,False,False,False,,,반찬김,완5,반찬김
M41762,피넛소스필수,기타,기타,1,False,False,False,,,피넛소스필수,완5,피넛소스필수
M41772,포도주수육소스씨겨자,과일·견과,과일,1,False,True,True,,,포도주수육소스씨겨자,완5,포도주수육소스씨겨자
M41832,간호두,과일·견과,견과·씨앗,1,False,True,True,,,간호두,완5,간호두
M41842,고체치킨스프,기타,기타,1,False,False,False,,,고체치킨스프,완5,고체치킨스프
M41862,우스타소스간,기타,기타,1,False,False,False,,,우스타소스간,완5,우스타소스간
M41872,국물내기용티백,기타,물·음료,1,False,False,False,,,국물내기용티백,완5,국물내기용티백
M41902,후리카케유부조림장다시마우린물,어패류,해조류,1,False,False,False,,,후리카케유부조림장다시마우린물,완5,후리카케유부조림장다시마우린물
M41932,후츳가루,곡류·면,밀가루·전분,1,False,False,False,,,후츳가루,완5,후츳가루
M41942,토핑초콜릿,기타,기타,1,False,False,False,,,토핑초콜릿,완5,토핑초콜릿
M41952,문어소떡,곡류·면,떡,1,False,False,False,,,문어소떡,완5,문어소떡
M41972,플레인요거트요거트파우더,채소류,양념채소,1,False,False,False,,,플레인요거트요거트파우더,완5,플레인요거트요거트파우더
M42032,크러쉬드페퍼마른고추씨,채소류,열매채소,1,False,False,False,,,크러쉬드페퍼마른고추씨,완5,크러쉬드페퍼마른고추씨
M42042,과일포도방울토마토,채소류,열매채소,1,False,True,True,,,과일포도방울토마토,완5,과일포도방울토마토
M42102,두유콩물작은거한팩한,채소류,열매채소,1,False,False,False,,,두유콩물작은거한팩한,완5,두유콩물작은거한팩한
M42112,파란색색소,채소류,양념채소,1,False,False,False,,,파란색색소,완5,파란색색소
M42122,육수명장육수,양념·기름,액젓·국물조미료,1,False,False,False,,,육수명장육수,완5,육수명장육수
M42132,알타이,기타,기타,1,False,False,False,,,알타이,완5,알타이
M42222,돈등뼈,기타,기타,1,False,False,False,,,돈등뼈,완5,돈등뼈
M42242,우스터소스간,기타,기타,1,False,False,False,,,우스터소스간,완5,우스터소스간
M42262,레인보우스프레드,기타,기타,1,False,False,False,,,레인보우스프레드,완5,레인보우스프레드
M42272,오디과육,기타,기타,1,False,False,False,,,오디과육,완5,오디과육
M42282,백설로제파스타소스,채소류,양념채소,1,False,False,False,,,로제파스타소스,완5,로제파스타소스
M42292,생크림우유섞인캔통조림,유제품,우유·크림,1,False,True,True,,,생크림우유섞인캔통조림,완5,생크림우유섞인캔통조림
M42322,거피찰옥수수,기타,기타,1,False,True,True,,,거피찰옥수수,완5,거피찰옥수수
M42332,칠리고추,채소류,열매채소,1,False,False,False,,,칠리고추,완5,칠리고추
M42352,자르지않은식빵,곡류·면,빵·곡식가공,1,False,False,False,,,자르지않은식빵,완5,자르지않은식빵
M42362,꼬먁,기타,기타,1,False,False,False,,,꼬먁,완5,꼬먁
M42372,호박불린물,채소류,열매채소,1,False,True,True,,,호박불린물,완5,호박불린물
M42392,잔파초고추장고추,양념·기름,장류,1,False,False,False,,,잔파초고추장고추,완5,잔파초고추장고추
M42432,견과류다진,기타,기타,1,False,False,False,,,견과류다진,완5,견과류다진
M42462,산초반수저기초에따라,기타,기타,1,False,False,False,,,산초반수저기초에따라,완5,산초반수저기초에따라
M42472,매운소스핫소스타바스코,기타,기타,1,False,False,False,,,매운소스핫소스타바스코,완5,매운소스핫소스타바스코
M42492,마요네즈전논콜마요사용,양념·기름,기타양념,1,False,False,False,,,마요네즈전논콜마요사용,완5,마요네즈전논콜마요사용
M42502,샌딩용포도잼,과일·견과,과일,1,False,True,True,,,샌딩용포도잼,완5,샌딩용포도잼
M42562,카스피해유산균플레인요구르트,양념·기름,기름,1,False,False,False,,,카스피해유산균플레인요구르트,완5,카스피해유산균플레인요구르트
M42572,현미찹쌀밥,곡류·면,쌀,1,False,True,True,,,현미찹쌀밥,완5,현미찹쌀밥
M42582,김은,어패류,해조류,1,False,False,False,,,김은,완5,김은
M42612,생강편몇,기타,기타,1,False,True,True,,,생강편몇,완5,생강편몇
M42622,틀에발라줄무염버터,유제품,버터,1,False,False,False,,,틀에발라줄무염버터,완5,틀에발라줄무염버터
M42632,구선손반다시,양념·기름,액젓·국물조미료,1,False,False,False,,,구선손반다시,완5,구선손반다시
M42642,동물성크림,유제품,우유·크림,1,False,False,False,,,동물성크림,완5,동물성크림
M42662,하프케첩,양념·기름,기타양념,1,False,False,False,,,하프케첩,완5,하프케첩
M42692,수박속껍질채,기타,기타,1,False,True,True,,,수박속껍질채,완5,수박속껍질채
M42722,기름튀김반죽물,양념·기름,기름,1,False,False,False,,,기름튀김반죽물,완5,기름튀김반죽물
M42732,볼락살,기타,기타,1,False,False,False,,,볼락살,완5,볼락살
M42742,웰치스소다,기타,기타,1,False,False,False,,,웰치스소다,완5,웰치스소다
M42752,아몬드유,과일·견과,견과·씨앗,1,False,True,True,,,아몬드유,완5,아몬드유
M42762,얼린우유딸기우유,유제품,우유·크림,1,False,True,True,,,얼린우유딸기우유,완5,얼린우유딸기우유
M42782,잣종이컵,과일·견과,견과·씨앗,1,False,False,False,,,잣종이컵,완5,잣종이컵
M42792,마일드에스프레소,기타,기타,1,False,False,False,,,마일드에스프레소,완5,마일드에스프레소
M42832,꿀약간딸기스무디냉동딸기,기타,기타,1,False,True,True,,,꿀약간딸기스무디냉동딸기,완5,꿀약간딸기스무디냉동딸기
M42852,불고기살라미,기타,기타,1,False,False,False,,,불고기살라미,완5,불고기살라미
M42872,갓볶음,기타,기타,1,False,False,False,,,갓볶음,완5,갓볶음
M42882,튀김용간,어패류,해조류,1,False,False,False,,,튀김용간,완5,튀김용간
M42892,비건핫도그빵,곡류·면,빵·곡식가공,1,False,False,False,,,비건핫도그빵,완5,비건핫도그빵
M42902,사과곱게갈아서,과일·견과,과일,1,False,True,True,,,사과곱게갈아서,완5,사과곱게갈아서
M42912,수박부,기타,기타,1,False,True,True,,,수박부,완5,수박부
P00174,사탕수수,기타,기타,1,False,True,True,,,사탕수수,완5,사탕수수
M42932,생크림파스타소스,유제품,우유·크림,1,False,False,False,,,생크림파스타소스,완5,생크림파스타소스
M42942,파마음대로,채소류,양념채소,1,False,False,False,,,파마음대로,완5,파마음대로
M42962,청차좁쌀,곡류·면,쌀,1,False,False,False,,,청차좁쌀,완5,청차좁쌀
M42982,떡국떡현미,곡류·면,떡,1,False,False,False,,,떡국떡현미,완5,떡국떡현미
M42992,대추추가,기타,기타,1,False,False,False,,,대추추가,완5,대추추가
M43002,찬물가루젤라틴불리는용도,곡류·면,밀가루·전분,1,False,True,True,,,찬물가루젤라틴불리는용도,완5,찬물가루젤라틴불리는용도
M43072,갖은쌈채소,채소류,잎채소,1,False,False,False,,,갖은쌈채소,완5,갖은쌈채소
M43092,롯데드림카카오초콜릿,기타,기타,1,False,False,False,,,롯데드림카카오초콜릿,완5,롯데드림카카오초콜릿
M43162,샌드위치소스중선택딸기잼샌드위치소스머스타드,기타,기타,1,False,True,True,,,샌드위치소스중선택딸기잼샌드위치소스머스타드,완5,샌드위치소스중선택딸기잼샌드위치소스머스타드
M43202,호밀빵식빵도좋아요,곡류·면,빵·곡식가공,1,False,False,False,,,호밀빵식빵도좋아요,완5,호밀빵식빵도좋아요
M43252,손도부,기타,기타,1,False,False,False,,,손도부,완5,손도부
M43262,생선회,기타,기타,1,False,False,False,,,생선회,완5,생선회
M43282,레몬나,기타,기타,1,False,True,True,,,레몬나,완5,레몬나
M43292,마요네즈명란젓과동량,양념·기름,기타양념,1,False,False,False,,,마요네즈명란젓과동량,완5,마요네즈명란젓과동량
M43302,백김치묵은지,어패류,해조류,1,False,False,False,,,백김치묵은지,완5,백김치묵은지
M43322,바다고동,기타,기타,1,False,False,False,,,바다고동,완5,바다고동
M43332,붉은마른실고추아주,채소류,열매채소,1,False,False,False,,,붉은마른실고추아주,완5,붉은마른실고추아주
M43362,옻즙,기타,기타,1,False,False,False,,,옻즙,완5,옻즙
M43412,투썸요거트파우더믹스,채소류,양념채소,1,False,False,False,,,투썸요거트파우더믹스,완5,투썸요거트파우더믹스
M43432,베이킹가루,곡류·면,밀가루·전분,1,False,False,False,,,베이킹가루,완5,베이킹가루
M43472,참마가루,곡류·면,밀가루·전분,1,False,False,False,,,참마가루,완5,참마가루
M43482,누아화이트초콜릿,기타,기타,1,False,False,False,,,누아화이트초콜릿,완5,누아화이트초콜릿
M43502,얼갈이열무,기타,기타,1,False,True,True,,,얼갈이열무,완5,얼갈이열무
M43522,앤젤헤어파스타,채소류,양념채소,1,False,False,False,,,앤젤헤어파스타,완5,앤젤헤어파스타
M43552,명절나물종류별로,채소류,잎채소,1,False,False,False,,,명절나물종류별로,완5,명절나물종류별로
M43562,돈육후지,기타,기타,1,False,False,False,,,돈육후지,완5,돈육후지
M43582,방앗간콩가루,곡류·면,밀가루·전분,1,False,False,False,,,방앗간콩가루,완5,방앗간콩가루
M43592,견과멸칭조림,기타,기타,1,False,False,False,,,견과멸칭조림,완5,견과멸칭조림
M43612,국거리용양지,기타,기타,1,False,False,False,,,국거리용양지,완5,국거리용양지
M43622,수프리모커피믹스,기타,기타,1,False,False,False,,,수프리모커피믹스,완5,수프리모커피믹스
M43642,액젓부족한간만큼김치,과일·견과,과일,1,False,False,False,,,액젓부족한간만큼김치,완5,액젓부족한간만큼김치
M43652,고기구울때물,양념·기름,기름,1,False,False,False,,,고기구울때물,완5,고기구울때물
M43662,녹말물녹말가루,곡류·면,밀가루·전분,1,False,False,False,,,녹말물녹말가루,완5,녹말물녹말가루
M43672,꼬냑기호에따라준비,기타,기타,1,False,False,False,,,꼬냑기호에따라준비,완5,꼬냑기호에따라준비
M43712,아채육수,양념·기름,액젓·국물조미료,1,False,False,False,,,아채육수,완5,아채육수
M43722,레몬녹차수,기타,기타,1,False,True,True,,,레몬녹차수,완5,레몬녹차수
M43732,우동면사리,곡류·면,면류,1,False,False,False,,,우동면사리,완5,우동면사리
M43742,복어포껍질,기타,기타,1,False,False,False,,,복어포껍질,완5,복어포껍질
M43752,남은국물,기타,물·음료,1,False,False,False,,,남은국물,완5,남은국물
M43772,꿀을넣으실경우,기타,기타,1,False,False,False,,,꿀을넣으실경우,완5,꿀을넣으실경우
M43782,야채볶음,채소류,양념채소,1,False,False,False,,,야채볶음,완5,야채볶음
M43792,통고추간거,채소류,열매채소,1,False,False,False,,,통고추간거,완5,통고추간거
M43802,도미매운탕용생선,기타,기타,1,False,False,False,,,도미매운탕용생선,완5,도미매운탕용생선
M43812,3분야채스프,양념·기름,가루양념,1,False,False,False,,,분야채스프,완5,3분야채스프
M43842,냉장고의자투리채소활용,양념·기름,가루양념,1,False,False,False,,,냉장고의자투리채소활용,완5,냉장고의자투리채소활용
M43852,재료북어,기타,기타,1,False,True,True,,,재료북어,완5,재료북어
M43862,농심메밀소바,기타,기타,1,False,True,True,,,메밀소바,완5,메밀소바
M43872,팔도라볶이,기타,기타,1,False,False,False,,,팔도라볶이,완5,팔도라볶이
M43892,레드피클물,기타,물·음료,1,False,False,False,,,레드피클물,완5,레드피클물
M43902,초코휘핑크림,유제품,우유·크림,1,False,False,False,,,초코휘핑크림,완5,초코휘핑크림
M43932,버터쿠키반죽,유제품,버터,1,False,False,False,,,버터쿠키반죽,완5,버터쿠키반죽
M43942,우리은행,기타,기타,1,False,False,False,,,우리은행,완5,우리은행
M43972,로메인재료,기타,기타,1,False,False,False,,,로메인재료,완5,로메인재료
M43992,밥꽉꽉눌러담은,기타,기타,1,False,False,False,,,밥꽉꽉눌러담은,완5,밥꽉꽉눌러담은
M44022,김치국물과,어패류,해조류,1,False,False,False,,,김치국물과,완5,김치국물과
M44042,콩불리고삶아놓은콩,기타,기타,1,False,False,False,,,콩불리고삶아놓은콩,완5,콩불리고삶아놓은콩
M44072,까나리액젓종이컵,양념·기름,액젓·국물조미료,1,False,False,False,,,까나리액젓종이컵,완5,까나리액젓종이컵
M44082,꿀약간카나페,기타,기타,1,False,False,False,,,꿀약간카나페,완5,꿀약간카나페
P00179,다진달래,기타,기타,1,False,False,False,,,다진달래,완5,다진달래
M44092,버터적당한크기,유제품,버터,1,False,False,False,,,버터적당한크기,완5,버터적당한크기
M44102,게살튀김,어패류,해조류,1,False,False,False,,,게살튀김,완5,게살튀김
M44152,하얀깨,과일·견과,견과·씨앗,1,False,False,False,,,하얀깨,완5,하얀깨
M44182,옥수수전분물,곡류·면,밀가루·전분,1,False,True,True,,,옥수수전분물,완5,옥수수전분물
M44222,참두릅데친,기타,기타,1,False,False,False,,,참두릅데친,완5,참두릅데친
M44232,견과류아몬드호두,과일·견과,견과·씨앗,1,False,True,True,,,견과류아몬드호두,완5,견과류아몬드호두
M44292,뽕잎새순,기타,기타,1,False,False,False,,,뽕잎새순,완5,뽕잎새순
M44352,슈가파우더B쿠키겉에묻히는용도,채소류,양념채소,1,False,False,False,,,슈가파우더B쿠키겉에묻히는용도,완5,슈가파우더B쿠키겉에묻히는용도
M44382,간레몬즙,기타,기타,1,False,True,True,,,간레몬즙,완5,간레몬즙
M44402,슈가파우더애플시나몬크로플크로와상생지,채소류,양념채소,1,False,False,False,,,슈가파우더애플시,완5,슈가파우더애플시나몬크로플크로와상생지
M44412,말미잘,기타,기타,1,False,False,False,,,말미잘,완5,말미잘
M44422,또띠아십팔인치,기타,기타,1,False,False,False,,,또띠아십팔인치,완5,또띠아십팔인치
M44432,무침가루,곡류·면,밀가루·전분,1,False,False,False,,,무침가루,완5,무침가루
M44452,트러플소스,기타,기타,1,False,False,False,,,트러플소스,완5,트러플소스
M44462,파손가락두개크기,채소류,양념채소,1,False,False,False,,,파손가락두개크기,완5,파손가락두개크기
M44492,연근중,기타,기타,1,False,True,True,,,연근중,완5,연근중
P00181,휘핑한크림,유제품,우유·크림,1,False,False,False,,,휘핑한크림,완5,휘핑한크림
M44512,리얼제로오렌지망고샐러드소스,과일·견과,과일,1,False,True,True,,,리얼제로오렌지망고샐러드소스,완5,리얼제로오렌지망고샐러드소스
M44522,마라탕용마라소스,기타,기타,1,False,False,False,,,마라탕용마라소스,완5,마라탕용마라소스
M44542,매실액기스올리고당,양념·기름,당류,1,False,False,False,,,매실액기스올리고당,완5,매실액기스올리고당
M44562,껍질벗긴손질더덕,기타,기타,1,False,False,False,,,껍질벗긴손질더덕,완5,껍질벗긴손질더덕
M44582,사골곰탐,기타,기타,1,False,False,False,,,사골곰탐,완5,사골곰탐
M44612,생물민어,기타,물·음료,1,False,False,False,,,생물민어,완5,생물민어
M44632,장어구이시판소스,기타,기타,1,False,False,False,,,장어구이시판소스,완5,장어구이시판소스
M44642,나파쥬살구잼,채소류,양념채소,1,False,False,False,,,나파쥬살구잼,완5,나파쥬살구잼
M44702,와사비생샤워크림생크림,유제품,우유·크림,1,False,False,False,,,와사비생샤워크림생크림,완5,와사비생샤워크림생크림
M44802,토마토얇게,채소류,열매채소,1,False,True,True,,,토마토얇게,완5,토마토얇게
M44842,흰밥아이,기타,기타,1,False,False,False,,,흰밥아이,완5,흰밥아이
M44862,만드피,기타,기타,1,False,False,False,,,만드피,완5,만드피
M44912,치자물우린것,기타,물·음료,1,False,False,False,,,치자물우린,완5,치자물우린것
M44932,다진초코렛,기타,기타,1,False,False,False,,,다진초코렛,완5,다진초코렛
M44942,스윗칠리소스,기타,기타,1,False,False,False,,,스윗칠리소스,완5,스윗칠리소스
M44962,익힌찰옥수수,기타,기타,1,False,True,True,,,익힌찰옥수수,완5,익힌찰옥수수
M44972,골드키위요구르트,과일·견과,과일,1,False,False,False,,,골드키위요구르트,완5,골드키위요구르트
M45022,무염버터차가운버터와섞을예정,유제품,버터,1,False,False,False,,,무염버터차가운버터와섞을예정,완5,무염버터차가운버터와섞을예정
M45032,소곱창막창대창,기타,기타,1,False,False,False,,,소곱창막창대창,완5,소곱창막창대창
M45062,저칼로리케첩,양념·기름,기타양념,1,False,False,False,,,저칼로리케첩,완5,저칼로리케첩
M45072,타피오카전분,곡류·면,밀가루·전분,1,False,False,False,,,타피오카전분,완5,타피오카전분
M45082,밀크트러플쉘,기타,기타,1,False,False,False,,,밀크트러플쉘,완5,밀크트러플쉘
M45092,황도복숭아,기타,기타,1,False,True,True,,,황도복숭아,완5,황도복숭아
M45122,얼음블루베리세척식초,양념·기름,식초·발효,1,False,True,True,,,얼음블루베리세척식초,완5,얼음블루베리세척식초
M45142,탕종을넣은식빵,곡류·면,빵·곡식가공,1,False,False,False,,,탕종을넣은식빵,완5,탕종을넣은식빵
P00186,한국치즈떡꼬치떡,유제품,치즈,1,False,False,False,,,한국치즈떡꼬치떡,완5,한국치즈떡꼬치떡
M45212,버섯고추파,채소류,열매채소,1,False,False,False,,,버섯고추파,완5,버섯고추파
M45232,참소스청량고추잠길,채소류,열매채소,1,False,False,False,,,참소스청량고추잠길,완5,참소스청량고추잠길
M45252,날치알청주맛술,양념·기름,식초·발효,1,False,False,False,,,날치알청주맛술,완5,날치알청주맛술
M45292,흰파뿌리부분,채소류,양념채소,1,False,False,False,,,흰파뿌리부분,완5,흰파뿌리부분
M45332,순대먹고남은거전부,기타,기타,1,False,False,False,,,순대먹고남은거전부,완5,순대먹고남은거전부
M45342,방울토마토추가함,채소류,열매채소,1,False,True,True,,,방울토마토추가함,완5,방울토마토추가함
M45362,싫어하면,곡류·면,면류,1,False,False,False,,,싫어하면,완5,싫어하면
M45372,쑥갓고명용,기타,기타,1,False,False,False,,,쑥갓고명용,완5,쑥갓고명용
M45382,카레가루쇠고기,육류·계란,소고기,1,False,True,True,,,카레가루쇠고기,완5,카레가루쇠고기
M45402,쌈장시중에판매하는제품,채소류,잎채소,1,False,False,False,,,쌈장시중에판매하는제품,완5,쌈장시중에판매하는제품
M45412,소갈비기름,양념·기름,기름,1,False,False,False,,,소갈비기름,완5,소갈비기름
M45422,솎은무청,양념·기름,식초·발효,1,False,False,False,,,솎은무청,완5,솎은무청
M45432,체리필링통조림,기타,기타,1,False,True,True,,,체리필링통조림,완5,체리필링통조림
M45442,원형통식빵,곡류·면,빵·곡식가공,1,False,False,False,,,원형통식빵,완5,원형통식빵
M45472,단무지다진,기타,기타,1,False,False,False,,,단무지다진,완5,단무지다진
M45482,스카치위스키,기타,기타,1,False,False,False,,,스카치위스키,완5,스카치위스키
M45512,얼그레이시럽,기타,기타,1,False,False,False,,,얼그레이시럽,완5,얼그레이시럽
M45582,초콜릿전용색소옐로우,기타,기타,1,False,False,False,,,초콜릿전용색소옐로우,완5,초콜릿전용색소옐로우
M45612,로메인토마토,채소류,열매채소,1,False,True,True,,,로메인토마토,완5,로메인토마토
M45622,마시는청포도젤리,과일·견과,과일,1,False,True,True,,,마시는청포도젤리,완5,마시는청포도젤리
M45632,씨겨자머스터드,기타,기타,1,False,False,False,,,씨겨자머스터드,완5,씨겨자머스터드
M45672,눈완두콩,기타,기타,1,False,False,False,,,눈완두콩,완5,눈완두콩
M45682,가자미살큐브,기타,기타,1,False,False,False,,,가자미살큐브,완5,가자미살큐브
M45692,홀그래인머스터드소스,기타,기타,1,False,False,False,,,홀그래인머스터드소스,완5,홀그래인머스터드소스
M45712,코울슬로드레싱조절가능,기타,기타,1,False,False,False,,,코울슬로드레싱조절가능,완5,코울슬로드레싱조절가능
M45752,떡갈비너비아니너깃도가능해요,곡류·면,떡,1,False,False,False,,,떡갈비너비아니너깃도가능해요,완5,떡갈비너비아니너깃도가능해요
M45802,미나리진액매실청,양념·기름,식초·발효,1,False,True,True,,,미나리진액매실청,완5,미나리진액매실청
M45812,와사비촛물,양념·기름,식초·발효,1,False,False,False,,,와사비촛물,완5,와사비촛물
M45822,땅콩가루초고추장고추,양념·기름,장류,1,False,True,True,,,땅콩가루초고추장고추,완5,땅콩가루초고추장고추
M45832,꽁꽁언사과즙,과일·견과,과일,1,False,True,True,,,꽁꽁언사과즙,완5,꽁꽁언사과즙
M45842,생선머리,기타,기타,1,False,False,False,,,생선머리,완5,생선머리
M45872,대합,기타,기타,1,False,False,False,,,대합,완5,대합
M45892,무공기밥,기타,기타,1,False,False,False,,,무공기밥,완5,무공기밥
M45932,케잌혼합믹스,기타,기타,1,False,False,False,,,케잌혼합믹스,완5,케잌혼합믹스
M45962,물탕수육소스마늘,채소류,양념채소,1,False,False,False,,,물탕수육소스마늘,완5,물탕수육소스마늘
M45982,향신야채생강,기타,기타,1,False,True,True,,,향신야채생강,완5,향신야채생강
M46022,다양한버섯,채소류,버섯,1,False,False,False,,,다양한버섯,완5,다양한버섯
M46032,바질말린거,기타,기타,1,False,False,False,,,바질말린거,완5,바질말린거
M46042,아몬드건자두,과일·견과,견과·씨앗,1,False,True,True,,,아몬드건자두,완5,아몬드건자두
M46072,다진파많이넣어도됨,채소류,양념채소,1,False,False,False,,,다진파많이넣어도됨,완5,다진파많이넣어도됨
M46092,사과즙사과,과일·견과,과일,1,False,True,True,,,사과즙사과,완5,사과즙사과
M46102,호두견과류,유제품,우유·크림,1,False,True,True,,,호두견과류,완5,호두견과류
M46112,백설다담사골곰탕,기타,기타,1,False,False,False,,,다담사골곰탕,완5,백설다담사골곰탕
M46122,떡찹쌀떡,곡류·면,떡,1,False,True,True,,,떡찹쌀떡,완5,떡찹쌀떡
M46142,일리커피,기타,기타,1,False,False,False,,,일리커피,완5,일리커피
M46162,꿀아가베물엿,채소류,잎채소,1,False,True,True,,,꿀아가베물엿,완5,꿀아가베물엿
M46172,통피칸,기타,기타,1,False,False,False,,,통피칸,완5,통피칸
M46192,홀그레인허니머스터드,기타,기타,1,False,False,False,,,홀그레인허니머스터드,완5,홀그레인허니머스터드
M46222,삼계탕용닭두마리각,육류·계란,닭고기,1,False,False,False,,,닭두마리각,완5,삼계탕용닭두마리각
M46232,마른과일파인애플,채소류,양념채소,1,False,True,True,,,마른과일파인애플,완5,마른과일파인애플
M46242,골드팽이버섯,채소류,버섯,1,False,True,True,,,골드팽이버섯,완5,골드팽이버섯
M46252,허브오레가노,기타,기타,1,False,False,False,,,허브오레가노,완5,허브오레가노
M46262,Hunt토마토페이스트,채소류,열매채소,1,False,True,True,,,Hunt토마토페이스트,완5,Hunt토마토페이스트
M46292,푸른자두,기타,기타,1,False,False,False,,,푸른자두,완5,푸른자두
M46302,마요네즈후첨,양념·기름,기타양념,1,False,False,False,,,마요네즈후첨,완5,마요네즈후첨
M46322,옥수수콘물,기타,물·음료,1,False,True,True,,,옥수수콘물,완5,옥수수콘물
M46362,건두부면인분수만큼,가공식품,두부·묵,1,False,False,False,,,건두부면인분수만큼,완5,건두부면인분수만큼
M46382,저칼로리요거트,기타,기타,1,False,False,False,,,저칼로리요거트,완5,저칼로리요거트
M46442,발사믹크림재량껏더추가,유제품,우유·크림,1,False,False,False,,,발사믹크림재량껏더추가,완5,발사믹크림재량껏더추가
M46472,스네이크후르츠,기타,기타,1,False,False,False,,,스네이크후르츠,완5,스네이크후르츠
M46492,후르츠믹스건과일,기타,기타,1,False,False,False,,,후르츠믹스건과일,완5,후르츠믹스건과일
M46532,물골뱅이무침,기타,물·음료,1,False,False,False,,,물골뱅이무침,완5,물골뱅이무침
M46552,오가피나무삼계탕,기타,기타,1,False,False,False,,,오가피나무삼계탕,완5,오가피나무삼계탕
M46592,오갈피순,기타,기타,1,False,False,False,,,오갈피순,완5,오갈피순
M46612,적어빨간고기,기타,기타,1,False,False,False,,,적어빨간고기,완5,적어빨간고기
M46622,마카다미아반태,과일·견과,견과·씨앗,1,False,True,True,,,마카다미아반태,완5,마카다미아반태
M46712,딸기아이스크림,유제품,우유·크림,1,False,True,True,,,딸기아이스크림,완5,딸기아이스크림
